idFilm,namaFilm,director,cast,country,releaseYear,duration,genre,description
478,Triple Frontier,J.C. Chandor,"Ben Affleck, Oscar Isaac, Charlie Hunnam, Pedro Pascal, Garrett Hedlund, Adria Arjona",United States,2019.0,126 min,Action & Adventure,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
479,The Dirt,Jeff Tremaine,"Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber, David Costabile, Pete Davidson",United States,2019.0,108 min,"Comedies, Dramas, Music & Musicals","In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
480,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019.0,143 min,"Dramas, International Movies","After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story."
481,It Comes at Night,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner",United States,2017.0,92 min,"Horror Movies, Independent Movies","As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help."
482,Dead Kids,Mikhail Red,"Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez","Philippines, United States",2019.0,94 min,"Dramas, International Movies, Thrillers",A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.
483,Mahi NRI,Gaurav Bavdankar,"Harrdy Sandhu, Poppy Jabbal, Rameet Kaur, B.N. Sharma, Navneet Nishan, Gurpreet Guggi, Anjum Batra, Ranjan Sehgal",United Kingdom,2017.0,134 min,"Comedies, Dramas, International Movies","A Punjabi man attempts to build a life in London in hopes of impressing his girlfriend’s mother, who insists her daughter marry a man outside of India."
484,Atlantics,Mati Diop,"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene","France, Senegal, Belgium",2019.0,106 min,"Dramas, Independent Movies, International Movies","Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."
485,Holiday Rush,Leslie Small,"Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse",United States,2019.0,94 min,"Children & Family Movies, Dramas",A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
486,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,2019.0,209 min,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.
487,HOMECOMING: A film by Beyoncé,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,,2019.0,138 min,"Documentaries, Music & Musicals","This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement."
488,Antoine Griezmann: The Making of a Legend,,,,2019.0,60 min,"Documentaries, International Movies, Sports Movies","With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion."
489,BNK48: Girls Don't Cry,Nawapol Thamrongrattanarit,,Thailand,2018.0,108 min,"Documentaries, International Movies, Music & Musicals","Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame."
490,Budapest,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium",2018.0,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
491,The Hard Way,Keoni Waxman,"Michael Jai White, Luke Goss, Randy Couture, Madalina Anea, Grant Campbell, George Remes, Ovidiu Niculescu, Adreea Diac, Michaela Holla, Bogden Farcas",United States,2019.0,94 min,Action & Adventure,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
492,Lady J,Emmanuel Mouret,"Cécile De France, Edouard Baer, Alice Isaaz, Natalia Dontcheva",France,2019.0,111 min,"Dramas, Independent Movies, International Movies","When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
493,Nappily Ever After,Haifaa Al-Mansour,"Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson",United States,2018.0,99 min,"Comedies, Dramas, Romantic Movies","When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
494,The Highwaymen,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch, Thomas Mann, Kim Dickens, W. Earl Brown, William Sadler",United States,2019.0,132 min,Dramas,Two steely former Texas Rangers are tasked with tracking and killing infamous criminals Bonnie and Clyde in this crime drama based on real events.
495,Bayonet,Kyzza Terrazas,"Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán","Mexico, Finland",2019.0,102 min,"Dramas, International Movies, Sports Movies","Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring."
496,Alien Warfare,Jeremiah Jones,"Clayton Snyder, David Meadows, Daniel Washington, Scott C. Roe, Larissa Andrade, Sal Rendino, Jose Guns Alves, Scott King",United States,2019.0,88 min,"Action & Adventure, Sci-Fi & Fantasy",The U.S. Navy Seal team tackles a top-secret mission at a research center where scientists have mysteriously disappeared and another life form awaits.
497,The Silence,John R. Leonetti,"Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter, John Corbett, Kyle Breitkopf, Dempsey Bryk, Billy MacLellan","Canada, Germany",2019.0,91 min,"Horror Movies, Thrillers","With the world under attack by deadly creatures who hunt by sound, a teen and her family seek refuge outside the city and encounter a mysterious cult."
498,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,2019.0,101 min,"Dramas, Independent Movies, International Movies","Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
499,Rim of the World,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott MacArthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl McDowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,2019.0,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
500,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,2019.0,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals","In this twisty horror-thriller, a once-promising music prodigy reconnects with her former mentors, only to find them taken with a talented new pupil."
501,Sextuplets,Michael Tiddes,"Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman, Molly Shannon, Debbi Morgan",United States,2019.0,100 min,Comedies,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings."
502,Girls With Balls,Olivier Afonso,"Victor Artus Solaro, Manon Azem, Louise Blachère, Tiphaine Daviot, Margot Dufrene, Anne-Solenne Hatte, Camille Razat, Dany Verissimo-Petit, Denis Lavant, Aurélien Cotentin, Mathieu Madénian, Thomas Vandenberghe","France, Belgium",2019.0,77 min,"Comedies, Horror Movies, International Movies","Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives."
503,Point Blank,Joe Lynch,"Frank Grillo, Anthony Mackie, Marcia Gay Harden, Teyonah Parris, Boris McGiver, Christian Cooke, Markice Moore","France, United States",2019.0,87 min,Action & Adventure,"To save his pregnant wife, an emergency room nurse unwillingly partners with an injured murder suspect in a race against time and renegade cops."
504,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,2019.0,98 min,"Comedies, Dramas, International Movies","After a five-year suspension, a once-legendary race car driver decides to get back in the game against a new generation of opponents."
505,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,2018.0,137 min,"Action & Adventure, Comedies, International Movies","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
506,Thriller,Dallas Jackson,"Jessica Allain, Luke Tennie, Tequan Richmond, Paige Hurd, Chelsea Rendon, Mitchell Edwards, Pepi Sonuga, Jason Woods, Maestro Harrell, RZA, Mykelti Williamson",United States,2018.0,87 min,Horror Movies,"When a prank goes wrong, a shy kid from Compton is sent away for murder. Four years later, he’s back and out for revenge on homecoming weekend."
507,Unicorn Store,Brie Larson,"Brie Larson, Samuel L. Jackson, Joan Cusack, Bradley Whitford, Mamoudou Athie, Hamish Linklater, Martha MacIsaac, Karan Soni, Annaleigh Ashford",United States,2019.0,92 min,"Comedies, Dramas, Independent Movies","After failing out of art school and taking a humdrum office job, a whimsical painter gets a chance to fulfill her lifelong dream of adopting a unicorn."
508,Girl,Lukas Dhont,"Victor Polster, Arieh Worthalter, Oliver Bodart, Tijmen Govaerts, Katelijne Damen, Valentijn Dhaenens, Magali Elali, Alice de Broqueville, Chris Thys, Angelo Tijssens","Netherlands, Belgium",2018.0,106 min,"Dramas, International Movies, LGBTQ Movies",Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.
509,Seven Sundays,Cathy Garcia-Molina,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,2017.0,128 min,"Comedies, Dramas, International Movies","A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
510,My Wife and I,Bunmi Ajakaiye,"Ramsey Nouah, Omoni Oboli, Dorcas Shola Fapson, Sambasa Nzeribe, Jemima Osunde, Dozie Onyiriuka, Rotimi Adelagan, Seyilaw",South Africa,2017.0,100 min,"Comedies, International Movies, Romantic Movies","When a couple leaning toward divorce meets with a pastor for counseling, an unexpected development shakes up their marriage."
511,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",,2017.0,107 min,"Dramas, International Movies",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
512,Thug Life,Mukesh Vohra,"Harish Verma, Jass Bajwa, Rajiv Thakur, Ihana Dhillon, Yograj Singh, Karamjit Anmol, Anita Devgan, Vrajesh Hirjee, Rana Jung Bahadur, Hobby Dhaliwal",India,2017.0,133 min,"Comedies, Dramas, International Movies",A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.
513,The Body Remembers When the World Broke Open,"Elle-Máijá Tailfeathers, Kathleen Hepburn","Violet Nelson, Elle-Máijá Tailfeathers, Charlie Hannah, Barbara Eve Harris, Sonny Surowiec, Jay Cardinal Villeneuve, Tony Massil, Aidan Dee, James Angus Cowan, Anthony Bolognese","Canada, Norway",2019.0,106 min,"Dramas, Independent Movies","After a traumatic event, two Indigenous women in Vancouver are brought together and form a deep bond despite leading different lives."
514,Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt McCallany",United States,2017.0,121 min,"Dramas, Thrillers","Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family."
515,Brother,Julien Abraham,"MHD, Darren Muselet, Aïssa Maïga, Jalil Lespert, Youssouf Gueye, Hiam Abbass, Lisette Malidor",France,2019.0,97 min,"Dramas, Independent Movies, International Movies","Thrust from a violent home into a brutal custody center, a teenager learns to navigate a tough new reality and forge unlikely alliances to survive."
516,Iron Sky: The Coming Race,Timo Vuorensola,,"Finland, Germany, Belgium",2019.0,93 min,"Action & Adventure, Comedies, International Movies","Decades after a nuclear war, survivors on the moon revisit Earth to locate a potential power source – and find shape-shifting reptiles instead."
517,Earthquake Bird,Wash Westmoreland,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay","United Kingdom, Japan, United States",2019.0,107 min,"Dramas, Romantic Movies","In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer."
518,Burning Cane,Phillip Youmans,"Wendell Pierce, Karen Kaia Livers, Dominique McClellan, Braelyn Kelly, Emyri Crutchfield, Cynthia Capers, Erika Woods",United States,2019.0,78 min,Dramas,"A small-town Louisiana minister and one of his parishioners cope with grief, alcoholism and a crisis of faith in this dramatic character study."
519,Paradise Beach,Xavier Durringer,"Sami Bouajila, Tewfik Jallab, Mélanie Doutey, Hugo Becker, Kool Shen, Hubert Koundé, Seth Gueko, Sonia Couling, Chalad Na Songkhla, Flore Bonaventura, Nessbeal, Dorian N'Goumou dit Dosseh, Hache-P",France,2019.0,94 min,"Action & Adventure, Dramas, International Movies","Mehdi gets out of prison, planning to settle old scores. But first, he must reconnect with his gang, now living in an idyllic beach resort in Thailand."
520,Shadow,Zhang Yimou,"Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",2018.0,116 min,"Action & Adventure, Dramas, International Movies","As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court."
